"","key","pct_imp","lambda_opt","address","city","country","end_date","event_code","event_type","event_type_string","first_event_code","first_event_id","gmaps_place_id","gmaps_url","lat","lng","location_name","name","parent_event_key","playoff_type","playoff_type_string","postal_code","short_name","start_date","state_prov","timezone","website","week","year","abbreviation","display_name","key2","pridge_mse"
"745","2022mndu2",11.0100707567459,2.56256256256256,"Duluth Entertainment Convention Center 350 Harbor Drive","Duluth","USA","2022-03-05","mndu2",0,"Regional","mndu2",NA,NA,NA,NA,NA,"DECC Arena/Edmund Fitzgerald Exhibit Hall","Northern Lights Regional",NA,0,NA,"55802","Northern Lights","2022-03-02","MN","America/Chicago","http://www.mnfirst.org",0,2022,NA,NA,NA,131.32052165992
"746","2022mnmi",9.08510051100837,2.5025025025025,"1925 University Avenue SE","Minneapolis","USA","2022-04-09","mnmi",0,"Regional","mnmi",NA,NA,NA,NA,NA,"Williams Arena/The Sports Pavilion Univ of MN","Minnesota 10,000 Lakes Regional presented by Medtronic",NA,0,NA,"55455","Minnesota 10,000 Lakes","2022-04-06","MN","America/Chicago","http://www.mnfirst.org",5,2022,NA,NA,NA,180.615115843667
"747","2022mnmi2",9.51498523620648,2.8028028028028,"1901 4th Street SE","Minneapolis","USA","2022-04-09","mnmi2",0,"Regional","mnmi2",NA,NA,NA,NA,NA,"3M Arena at Mariucci - University of Minnesota","Minnesota North Star Regional",NA,0,NA,"55455","Minnesota North Star","2022-04-06","MN","America/Chicago","http://www.mnfirst.org",5,2022,NA,NA,NA,146.537791183116
"748","2022mokc",6.07788311637217,2.5025025025025,"901 NE Douglas Street","Lee's Summit","USA","2022-03-26","mokc",0,"Regional","mokc",NA,NA,NA,NA,NA,"Lee's Summit North High School","Greater Kansas City Regional",NA,0,NA,"64086","Greater Kansas City","2022-03-23","MO","America/Chicago","http://www.kcfirst.org",3,2022,NA,NA,NA,169.813021542713
"749","2022mosl",4.97918219921168,2.04204204204204,"1 S. Compton Ave","St. Louis","USA","2022-04-02","mosl",0,"Regional","mosl",NA,NA,NA,NA,NA,"Chaifetz Arena","St. Louis Regional",NA,0,NA,"63103","St. Louis","2022-03-30","MO","America/Chicago","http://www.FIRSTinMissouri.org",4,2022,NA,NA,NA,163.23104291169
"750","2022mxmo",6.84617738482771,1.76176176176176,"Av. Eugenio Garza Sada 2501 Sur, Tecnológico","Monterrey","Mexico","2022-03-12","mxmo",0,"Regional","mxmo",NA,NA,NA,NA,NA,"ITESM Campus Monterrey - Arena Borregos","Regional Monterrey",NA,0,NA,"64849","Regional Monterrey","2022-03-09","MEX","America/Monterrey","",1,2022,NA,NA,NA,123.555416421372
"751","2022mxto",9.75882565843958,3.08308308308308,"Paseo del Tecnologico #751","Torreon","Mexico","2022-03-26","mxto",0,"Regional","mxto",NA,NA,NA,NA,NA,"ITESM Campus Laguna - Santiago Garza de la Mora","Regional Laguna",NA,0,NA,"27258","Regional Laguna","2022-03-23","COA","America/Monterrey","https://www.firstlagunaregional.com.mx",3,2022,NA,NA,NA,154.03436968116
"752","2022ncash",12.1042043126397,7.70770770770771,"227 Campus Drive","Asheville","USA","2022-03-20","ncash",1,"District","ncash",NA,NA,NA,NA,NA,"UNC Asheville - Kimmel Arena","FNC District UNC Asheville Event",NA,0,NA,"28804","UNC Asheville","2022-03-18","NC","America/New_York","http://www.firstnorthcarolina.org/",2,2022,"fnc","FIRST North Carolina","2022fnc",174.672761898664
"753","2022ncgre",7.15731810292755,3.24324324324324,"1 Ficklen Drive","Greenville","USA","2022-03-13","ncgre",1,"District","ncgre",NA,NA,NA,NA,NA,"ECU - Minges Coliseum","FNC District ECU Event",NA,0,NA,"27858","ECU","2022-03-11","NC","America/New_York","https://www.firstnorthcarolina.org/",1,2022,"fnc","FIRST North Carolina","2022fnc",105.780757403911
"754","2022ncgui",8.22588938541481,3.96396396396396,"415 Peeden Drive","Gibsonville","USA","2022-03-27","ncgui",1,"District","ncgui",NA,NA,NA,NA,NA,"Eastern Guilford High School","FNC District Guilford County Event",NA,0,NA,"27249","Guilford County","2022-03-25","NC","America/New_York","http://www.firstnorthcarolina.org/",3,2022,"fnc","FIRST North Carolina","2022fnc",176.152740770589
"755","2022ncpem",6.7189685094577,2.9029029029029,"1 University Drive","Pembroke","USA","2022-04-03","ncpem",1,"District","ncpem",NA,NA,NA,NA,NA,"UNC Pembroke - Jones Health and Physical Education Center","FNC District UNC Pembroke Event",NA,0,NA,"28372","UNC Pembroke","2022-04-01","NC","America/New_York","http://www.firstnorthcarolina.org/",4,2022,"fnc","FIRST North Carolina","2022fnc",195.00452473247
"756","2022ndgf",7.36751687610586,1.92192192192192,"1200 S 42nd Street","Grand Forks","USA","2022-03-26","ndgf",0,"Regional","ndgf",NA,NA,NA,NA,NA,"Alerus Center","Great Northern Regional",NA,0,NA,"58201","Great Northern","2022-03-23","ND","America/Chicago","https://firstuppermidwest.org/",3,2022,NA,NA,NA,152.159652211981
"757","2022nhgrs",4.98164690567852,1.98198198198198,"44 Geremonty Drive","Salem","USA","2022-03-05","nhgrs",1,"District","nhgrs",NA,NA,NA,NA,NA,"Salem High School","NE District Granite State Event",NA,0,NA,"03079","Granite State","2022-03-03","NH","America/New_York","http://www.nefirst.org/",0,2022,"ne","New England","2022ne",174.255827854843
"758","2022nhsea",10.0077591095748,4.84484484484484,"121 Technology Dr","Durham","USA","2022-04-02","nhsea",1,"District","nhsea",NA,NA,NA,NA,NA,"RJ Kelly","NE District Pease ANG Event",NA,0,NA,"03801","Pease ANG","2022-03-31","NH","America/New_York","https://nefirst.org/",4,2022,"ne","New England","2022ne",159.39694479886
"759","2022njbri",4.11417998511552,1.6016016016016,"600 Garretson Road","Bridgewater","USA","2022-03-06","njbri",1,"District","njbri",NA,NA,NA,NA,NA,"Bridgewater-Raritan High School","FMA District Bridgewater-Raritan Event",NA,0,NA,"08807","Bridgewater-Raritan","2022-03-04","NJ","America/New_York","http://www.midatlanticrobotics.com/",0,2022,"fma","FIRST Mid-Atlantic","2022fma",110.539142432773
"760","2022njfla",10.5261190736383,5.96596596596597,"18 Corey Road","Flanders","USA","2022-03-13","njfla",1,"District","njfla",NA,NA,NA,NA,NA,"Mount Olive High School","FMA District Mount Olive Event",NA,0,NA,"07836","Mount Olive","2022-03-11","NJ","America/New_York","http://www.midatlanticrobotics.com/",1,2022,"fma","FIRST Mid-Atlantic","2022fma",152.651632369712
"761","2022njski",6.24023378759555,2.54254254254254,"1016 Route 601","Skillman","USA","2022-04-03","njski",1,"District","njski",NA,NA,NA,NA,NA,"Montgomery Township High School","FMA District Montgomery Event",NA,0,NA,"08558","Montgomery","2022-04-01","NJ","America/New_York","http://www.midatlanticrobotics.com/",4,2022,"fma","FIRST Mid-Atlantic","2022fma",149.115940075574
"762","2022njtab",6.12040329079191,2.62262262262262,"110 Carranza Road","Tabernacle","USA","2022-03-27","njtab",1,"District","njtab",NA,NA,NA,NA,NA,"Seneca High School","FMA District Seneca Event",NA,0,NA,"08088","Seneca","2022-03-25","NJ","America/New_York","http://www.midatlanticrobotics.com/",3,2022,"fma","FIRST Mid-Atlantic","2022fma",149.649778415942
"763","2022nvlv",10.3156299929067,3.22322322322322,"4505 S. Maryland Parkway","Las Vegas","USA","2022-04-02","nvlv",0,"Regional","nvlv",NA,NA,NA,NA,NA,"Thomas & Mack Center","Las Vegas Regional",NA,0,NA,"89154","Las Vegas","2022-03-30","NV","America/Los_Angeles","http://www.firstnevada.org",4,2022,NA,NA,NA,188.927863233448
"764","2022nyli",6.12464555190973,2.66266266266266,"David S. Mack Sports Arena","Hempstead","USA","2022-03-23","nyli",0,"Regional","nyli",NA,NA,NA,NA,NA,"Hofstra University","SBPLI Long Island Regional #1",NA,0,NA,"11549","SBPLI Long Island #1","2022-03-20","NY","America/New_York","http://www.sbpli-lifirst.org",2,2022,NA,NA,NA,183.574760118228
"765","2022nyli2",9.81059804333472,2.96296296296296,"David S. Mack Sports Arena","Hempstead","USA","2022-03-26","nyli2",0,"Regional","nyli2",NA,NA,NA,NA,NA,"Hofstra University","SBPLI Long Island Regional #2",NA,0,NA,"11549","SBPLI Long Island #2","2022-03-24","NY","America/New_York","http://www.sbpli-lifirst.org",3,2022,NA,NA,NA,155.445301885186
"766","2022nyny",8.90677256883868,2.62262262262262,"216 Fort Washington Avenue","New York","USA","2022-04-10","nyny",0,"Regional","nyny",NA,NA,NA,NA,NA,"The Armory Track & Field Center","New York City Regional",NA,0,NA,"10032","New York City","2022-04-07","NY","America/New_York","http://www.nycfirst.org",5,2022,NA,NA,NA,156.989584691849
"767","2022nyro",13.2779906072033,8.48848848848849,"Rochester Institute of Technology 149 Lomb Memorial Drive","Rochester","USA","2022-03-12","nyro",0,"Regional","nyro",NA,NA,NA,NA,NA,"Gordon Field House","Finger Lakes Regional",NA,0,NA,"14623","Finger Lakes","2022-03-09","NY","America/New_York","https://www.rit.edu/gcr/firstrobotics/",1,2022,NA,NA,NA,189.588090228769
"768","2022nytr",9.95338392410631,3.22322322322322,"51 S Pearl St","Albany","USA","2022-03-16","nytr",0,"Regional","nytr",NA,NA,NA,NA,NA,"MVP Arena","New York Tech Valley Regional",NA,0,NA,"12207","New York Tech Valley","2022-03-13","NY","America/New_York","https://www.techvalleyfirst.org/",1,2022,NA,NA,NA,175.848094439065
"769","2022ohcl",10.1383976001964,2.3023023023023,"2000 Prospect Street","Cleveland","USA","2022-03-26","ohcl",0,"Regional","ohcl",NA,NA,NA,NA,NA,"Cleveland State University - Wolstein Center","Buckeye Regional",NA,0,NA,"44115","Buckeye","2022-03-23","OH","America/New_York","https://sites.google.com/view/frcbuckeye/home",3,2022,NA,NA,NA,151.980905446757
"770","2022okok",7.78936166419406,2.08208208208208,"18145 Old Rangeline Road","Shawnee","USA","2022-03-12","okok",0,"Regional","okok",NA,NA,NA,NA,NA,"FireLake Arena","Oklahoma Regional",NA,0,NA,"74801","Oklahoma","2022-03-09","OK","America/Chicago","https://www.first-oklahoma.com/frc-portal/",1,2022,NA,NA,NA,127.353537188617
"771","2022oktu",12.5574018925532,7.04704704704705,"4145 East 21st Street","Tulsa","USA","2022-04-09","oktu",0,"Regional","oktu",NA,NA,NA,NA,NA,"Expo Square Pavilion","Green Country Regional",NA,0,NA,"74114","Green Country","2022-04-06","OK","America/Chicago","http://www.first-oklahoma.com/",5,2022,NA,NA,NA,188.421830360225
"772","2022on034",10.1661636238195,2.24224224224224,"Robert J. Surtees Athletic Centre 100 College Drive","North Bay","Canada","2022-04-03","on034",1,"District","on034",NA,NA,NA,NA,NA,"Nipissing University","ONT District North Bay Event Day 2",NA,2,"Elimination Bracket (4 Alliances)","P1B 8L7","North Bay","2022-04-03","ON","America/Toronto","http://www.firstroboticscanada.org/events/category/frc/list/",4,2022,"ont","FIRST Canada - Ontario","2022ont",115.376605697527
"773","2022on204",14.7096069282142,3.7037037037037,"St. Denis Centre 2555 College Avenue","Windsor","Canada","2022-04-02","on204",1,"District","on204",NA,NA,NA,NA,NA,"University of Windsor","ONT District Windsor Essex Great Lakes Event Day 2",NA,2,"Elimination Bracket (4 Alliances)","N9B 3P4","Windsor Essex Great Lakes","2022-04-02","ON","America/Toronto","http://www.firstroboticscanada.org/events/category/frc/list/",4,2022,"ont","FIRST Canada - Ontario","2022ont",216.55099215774
"774","2022on263",14.9962258460182,3.94394394394394,"1 Thompson Rd","North York","Canada","2022-03-26","on263",1,"District","on263",NA,NA,NA,NA,NA,"York University","ONT District York University Event Day 1",NA,2,"Elimination Bracket (4 Alliances)","M3J 1P3","York University","2022-03-26","ON","America/Toronto","http://www.firstroboticscanada.org/events/category/frc/list/",3,2022,"ont","FIRST Canada - Ontario","2022ont",196.378013690728
"775","2022on273",9.2358529006983,2.14214214214214,"1 Thompson Rd","North York","Canada","2022-03-27","on273",1,"District","on273",NA,NA,NA,NA,NA,"York University","ONT District York University Event Day 2",NA,2,"Elimination Bracket (4 Alliances)","M3J 1P3","York University","2022-03-27","ON","America/Toronto","http://www.firstroboticscanada.org/events/category/frc/list/",3,2022,"ont","FIRST Canada - Ontario","2022ont",186.604965651912
"776","2022on305",7.25962352259361,1.52152152152152,"205 Humber College Blvd","Toronto","Canada","2022-03-05","on305",1,"District","on305",NA,NA,NA,NA,NA,"Humber College","ONT District Humber College Event Day 1",NA,2,"Elimination Bracket (4 Alliances)","M9W 5L7","Humber College","2022-03-05","ON","America/Toronto","http://www.firstroboticscanada.org/events/category/frc/list/",0,2022,"ont","FIRST Canada - Ontario","2022ont",146.918012136564
"777","2022on306",6.31181608809378,1.32132132132132,"205 Humber College Blvd","Toronto","Canada","2022-03-06","on306",1,"District","on306",NA,NA,NA,NA,NA,"Humber College","ONT District Humber College Event Day 2",NA,2,"Elimination Bracket (4 Alliances)","M9W 5L7","Humber College","2022-03-06","ON","America/Toronto","http://www.firstroboticscanada.org/events/category/frc/list/",0,2022,"ont","FIRST Canada - Ontario","2022ont",73.7147256628016
"778","2022on325",8.80074517411024,1.82182182182182,"Physical Activities Complex 200 University Avenue West","Waterloo","Canada","2022-03-25","on325",1,"District","on325",NA,NA,NA,NA,NA,"University of Waterloo","ONT District University of Waterloo Event Day 1",NA,2,"Elimination Bracket (4 Alliances)","N2L 3G1","University of Waterloo","2022-03-25","ON","America/Toronto","http://www.firstroboticscanada.org/events/category/frc/list/",3,2022,"ont","FIRST Canada - Ontario","2022ont",169.513064940026
"779","2022on326",4.36437534304022,0.840840840840841,"Physical Activities Complex 200 University Avenue West","Waterloo","Canada","2022-03-26","on326",1,"District","on326",NA,NA,NA,NA,NA,"University of Waterloo","ONT District University of Waterloo Event Day 2",NA,2,"Elimination Bracket (4 Alliances)","N2L 3G1","University of Waterloo","2022-03-26","ON","America/Toronto","http://www.firstroboticscanada.org/events/category/frc/list/",3,2022,"ont","FIRST Canada - Ontario","2022ont",184.735038274174
"780","2022on409",16.0416833130371,4.58458458458458,"200 Whitney Avenue","Hamilton","Canada","2022-04-09","on409",1,"District","on409",NA,NA,NA,NA,NA,"St. Mary Catholic Secondary School","ONT District St. Mary C.S.S. Event Day 1",NA,2,"Elimination Bracket (4 Alliances)","L8S 2G7","St. Mary C.S.S.","2022-04-09","ON","America/Toronto","http://www.firstroboticscanada.org/events/category/frc/list/",5,2022,"ont","FIRST Canada - Ontario","2022ont",274.494825353173
"781","2022on410",15.9166773978752,4.64464464464464,"200 Whitney Avenue","Hamilton","Canada","2022-04-10","on410",1,"District","on410",NA,NA,NA,NA,NA,"St. Mary Catholic Secondary School","ONT District St. Mary C.S.S. Event Day 2",NA,2,"Elimination Bracket (4 Alliances)","L8S 2G7","St. Mary C.S.S.","2022-04-10","ON","America/Toronto","http://www.firstroboticscanada.org/events/category/frc/list/",5,2022,"ont","FIRST Canada - Ontario","2022ont",236.112227469017
"782","2022orore",5.0970405485735,2.14214214214214,"1306 12th Street","Oregon City","USA","2022-03-05","orore",1,"District","orore",NA,NA,NA,NA,NA,"Clackamas Academy","PNW District Clackamas Academy Event",NA,0,NA,"97045","Clackamas Academy","2022-03-03","OR","America/Los_Angeles","http://www.firstwa.org/",0,2022,"pnw","Pacific Northwest","2022pnw",167.275260725248
"783","2022orsal",6.68796022306716,2.72272272272272,"2330 - 17th St. NE","Salem","USA","2022-03-26","orsal",1,"District","orsal",NA,NA,NA,NA,NA,"Oregon State Fairgrounds","PNW District Oregon State Fairgrounds Event",NA,0,NA,"97303","Oregon State Fairgrounds","2022-03-24","OR","America/Los_Angeles","https://ortop.org/",3,2022,"pnw","Pacific Northwest","2022pnw",169.921690978095
"784","2022orwil",10.170611028784,5.62562562562563,"6800 SW Wilsonville Road","Wilsonville","USA","2022-03-12","orwil",1,"District","orwil",NA,NA,NA,NA,NA,"Wilsonville High School","PNW District Wilsonville Event",NA,0,NA,"97070","Wilsonville","2022-03-10","OR","America/Los_Angeles","https://ortop.org/",1,2022,"pnw","Pacific Northwest","2022pnw",194.590492492041
"785","2022paben",4.98313222429512,2.002002002002,"4319 Hulmeville Road","Bensalem","USA","2022-04-03","paben",1,"District","paben",NA,NA,NA,NA,NA,"Bensalem Township High School","FMA District Bensalem Event",NA,0,NA,"19020","Bensalem","2022-04-01","PA","America/New_York","https://midatlanticrobotics.com/",4,2022,"fma","FIRST Mid-Atlantic","2022fma",134.122308338602
"786","2022paca",12.652123179346,6.04604604604605,"California University of Pennsylvania  Riverview Drive","California","USA","2022-03-19","paca",0,"Regional","paca",NA,NA,NA,NA,NA,"Convocation Center at","Greater Pittsburgh Regional",NA,0,NA,"15419","Greater Pittsburgh","2022-03-16","PA","America/New_York","http://www.firstwcpa.org",2,2022,NA,NA,NA,178.056235024436
"787","2022pahat",10.0933444469038,5.22522522522523,"899 Horsham Road","Horsham","USA","2022-03-06","pahat",1,"District","pahat",NA,NA,NA,NA,NA,"Hatboro-Horsham High School","FMA District Hatboro-Horsham Event",NA,0,NA,"19044","Hatboro-Horsham","2022-03-04","PA","America/New_York","http://www.midatlanticrobotics.com/",0,2022,"fma","FIRST Mid-Atlantic","2022fma",170.872669031429
"788","2022paphi",4.86973845152691,2.02202202202202,"500 West Willow Grove Avenue","Philadelphia","USA","2022-03-20","paphi",1,"District","paphi",NA,NA,NA,NA,NA,"Springside Chestnut Hill Academy","FMA District Springside Chestnut Hill Academy Event",NA,0,NA,"19118","Springside Chestnut Hill Academy","2022-03-18","PA","America/New_York","http://www.midatlanticrobotics.com/",2,2022,"fma","FIRST Mid-Atlantic","2022fma",178.193816298045
"789","2022qcmo1",11.1801228097552,3.38338338338338,"1200 Percival-Reid Street Saint-Laurent","Montreal","Canada","2022-04-07","qcmo1",0,"Regional","qcmo1",NA,NA,NA,NA,NA,"Bombardier - Montreal","Festival de Robotique Regional Day 1",NA,2,"Elimination Bracket (4 Alliances)",NA,"Festival de Robotique Day 1","2022-04-07","QC","America/Toronto","http://robotiquefirstquebec.org/festival/",5,2022,NA,NA,NA,130.481784221766
"790","2022qcmo2",23.0155125103925,8.72872872872873,"1200 Percival-Reid Street Saint-Laurent","Montreal","Canada","2022-04-08","qcmo2",0,"Regional","qcmo2",NA,NA,NA,NA,NA,"Bombardier - Montreal","Festival de Robotique Regional Day 2",NA,2,"Elimination Bracket (4 Alliances)",NA,"Festival de Robotique Day 2","2022-04-08","QC","America/Toronto","http://robotiquefirstquebec.org/festival/",5,2022,NA,NA,NA,106.818914395389
"791","2022qcmo3",20.1156845913081,7.30730730730731,"1200 Percival-Reid Street Saint-Laurent","Montreal","Canada","2022-04-09","qcmo3",0,"Regional","qcmo3",NA,NA,NA,NA,NA,"Bombardier - Montreal","Festival de Robotique Regional Day 3",NA,2,"Elimination Bracket (4 Alliances)",NA,"Festival de Robotique Day 3","2022-04-09","QC","America/Toronto","http://robotiquefirstquebec.org/festival/",5,2022,NA,NA,NA,109.777248068897
